id,checklist_id,observed_on,species_code,scientific_name,common_name,how_many,location_id,location_name,state,country,latitude,longitude,obs_validity,loaded_timestamp,source
OBS1095044254,CL25022,2021-03-13 16:00,turvul,Cathartes aura,Turkey Vulture,1,L6856791,Long Mountain Trail,Maine,US,44.3360354,-70.7609439,True,2025-12-01 12:28:52,1
